singular,plural,predicate,mood,target,source,sentence_type,text,original_quantifier
muslim,muslims,crash planes into buildings,negative,religion,real,gen_people,muslim people crash planes into buildings,gen
muslim,muslims,crash planes into buildings,negative,religion,real,people_who,people who are muslim crash planes into buildings,gen
liberal,liberals,are two faced,negative,politics,real,gen,liberals are two faced,gen
liberal,liberals,are two faced,negative,politics,real,gen_people,liberal people are two faced,gen
liberal,liberals,are two faced,negative,politics,real,people_who,people who are liberal are two faced,gen
african,africans,are animals,negative,race,real,gen,africans are animals,gen
african,africans,are animals,negative,race,real,gen_people,african people are animals,gen
african,africans,are animals,negative,race,real,people_who,people who are african are animals,gen
priest,priests,are sexual predators,negative,religion,real,gen,priests are sexual predators,gen
priest,priests,are sexual predators,negative,religion,real,gen_people,priest people are sexual predators,gen
priest,priests,are sexual predators,negative,religion,real,people_who,people who are priest are sexual predators,gen
scottish,scots,have sex with sheep,negative,nationality,real,gen,scots have sex with sheep,gen
scottish,scots,have sex with sheep,negative,nationality,real,gen_people,scottish people have sex with sheep,gen
scottish,scots,have sex with sheep,negative,nationality,real,people_who,people who are scottish have sex with sheep,gen
black,blacks,die young,negative,race,real,gen,blacks die young,gen
black,blacks,die young,negative,race,real,gen_people,black people die young,gen
black,blacks,die young,negative,race,real,people_who,people who are black die young,gen
indian,indians,like to rape girls,negative,nationality,real,gen,indians like to rape girls,gen
indian,indians,like to rape girls,negative,nationality,real,gen_people,indian people like to rape girls,gen
indian,indians,like to rape girls,negative,nationality,real,people_who,people who are indian like to rape girls,gen
jewish,jews,are subhuman,negative,religion,real,gen,jews are subhuman,gen
jewish,jews,are subhuman,negative,religion,real,gen_people,jewish people are subhuman,gen
jewish,jews,are subhuman,negative,religion,real,people_who,people who are jewish are subhuman,gen
muslim,muslims,bomb things,negative,religion,real,gen,muslims bomb things,gen
muslim,muslims,bomb things,negative,religion,real,gen_people,muslim people bomb things,gen
muslim,muslims,bomb things,negative,religion,real,people_who,people who are muslim bomb things,gen
illegal immigrant,illegal immigrants,"are ""beaners""",negative,,real,gen,"illegal immigrants are ""beaners""",gen
illegal immigrant,illegal immigrants,"are ""beaners""",negative,,real,gen_people,"illegal immigrant people are ""beaners""",gen
illegal immigrant,illegal immigrants,"are ""beaners""",negative,,real,people_who,"people who are illegal immigrant are ""beaners""",gen
african american,african americans,do not do well on sats,negative,race,real,gen,african americans do not do well on sats,gen
african american,african americans,do not do well on sats,negative,race,real,gen_people,african american people do not do well on sats,gen
african american,african americans,do not do well on sats,negative,race,real,people_who,people who are african american do not do well on sats,gen
jewish,jews,try to control people,negative,religion,real,gen,jews try to control people,gen
jewish,jews,try to control people,negative,religion,real,gen_people,jewish people try to control people,gen
jewish,jews,try to control people,negative,religion,real,people_who,people who are jewish try to control people,gen
white,whites,shoot schools up,negative,race,real,gen,whites shoot schools up,gen
white,whites,shoot schools up,negative,race,real,gen_people,white people shoot schools up,gen
white,whites,shoot schools up,negative,race,real,people_who,people who are white shoot schools up,gen
turkish,turks,are violent,negative,nationality,real,gen,turks are violent,gen
turkish,turks,are violent,negative,nationality,real,gen_people,turkish people are violent,gen
turkish,turks,are violent,negative,nationality,real,people_who,people who are turkish are violent,gen
african,africans,are idiots,negative,race,real,gen,africans are idiots,gen
african,africans,are idiots,negative,race,real,gen_people,african people are idiots,gen
african,africans,are idiots,negative,race,real,people_who,people who are african are idiots,gen
jewish,jews,exaggerate hitler's intent,negative,religion,real,gen,jews exaggerate hitler's intent,gen
jewish,jews,exaggerate hitler's intent,negative,religion,real,gen_people,jewish people exaggerate hitler's intent,gen
jewish,jews,exaggerate hitler's intent,negative,religion,real,people_who,people who are jewish exaggerate hitler's intent,gen
african,africans,are poor,negative,race,real,gen,africans are poor,gen
african,africans,are poor,negative,race,real,gen_people,african people are poor,gen
african,africans,are poor,negative,race,real,people_who,people who are african are poor,gen
black,blacks,love group sex,negative,race,real,gen,blacks love group sex,gen
black,blacks,love group sex,negative,race,real,gen_people,black people love group sex,gen
black,blacks,love group sex,negative,race,real,people_who,people who are black love group sex,gen
asian,asians,are robots,negative,race,real,gen,asians are robots,gen
asian,asians,are robots,negative,race,real,gen_people,asian people are robots,gen
asian,asians,are robots,negative,race,real,people_who,people who are asian are robots,gen
black,blacks,are criminally prone,negative,race,real,gen,blacks are criminally prone,gen
black,blacks,are criminally prone,negative,race,real,gen_people,black people are criminally prone,gen
black,blacks,are criminally prone,negative,race,real,people_who,people who are black are criminally prone,gen
american,americans,are all about school shootings,negative,nationality,real,gen,americans are all about school shootings,gen
american,americans,are all about school shootings,negative,nationality,real,gen_people,american people are all about school shootings,gen
american,americans,are all about school shootings,negative,nationality,real,people_who,people who are american are all about school shootings,gen
black,blacks,are thieves,negative,race,real,gen,blacks are thieves,gen
black,blacks,are thieves,negative,race,real,gen_people,black people are thieves,gen
black,blacks,are thieves,negative,race,real,people_who,people who are black are thieves,gen
liberal,liberals,believe in fake education,negative,politics,real,gen,liberals believe in fake education,gen
liberal,liberals,believe in fake education,negative,politics,real,gen_people,liberal people believe in fake education,gen
liberal,liberals,believe in fake education,negative,politics,real,people_who,people who are liberal believe in fake education,gen
conservative,conservatives,lie,negative,politics,real,gen,conservatives lie,gen
conservative,conservatives,lie,negative,politics,real,gen_people,conservative people lie,gen
conservative,conservatives,lie,negative,politics,real,people_who,people who are conservative lie,gen
jewish,jews,hold crazy beliefs,negative,religion,real,gen,jews hold crazy beliefs,gen
jewish,jews,hold crazy beliefs,negative,religion,real,gen_people,jewish people hold crazy beliefs,gen
jewish,jews,hold crazy beliefs,negative,religion,real,people_who,people who are jewish hold crazy beliefs,gen
black,blacks,are not fully human,negative,race,real,gen,blacks are not fully human,gen
black,blacks,are not fully human,negative,race,real,gen_people,black people are not fully human,gen
black,blacks,are not fully human,negative,race,real,people_who,people who are black are not fully human,gen
pakistani,pakistanis,are terrorists,negative,nationality,real,gen,pakistanis are terrorists,gen
pakistani,pakistanis,are terrorists,negative,nationality,real,gen_people,pakistani people are terrorists,gen
pakistani,pakistanis,are terrorists,negative,nationality,real,people_who,people who are pakistani are terrorists,gen
black,blacks,are sneaky,negative,race,real,gen,blacks are sneaky,gen
black,blacks,are sneaky,negative,race,real,gen_people,black people are sneaky,gen
black,blacks,are sneaky,negative,race,real,people_who,people who are black are sneaky,gen
mexican,mexicans,are illegal immigrants,negative,nationality,real,gen,mexicans are illegal immigrants,gen
mexican,mexicans,are illegal immigrants,negative,nationality,real,gen_people,mexican people are illegal immigrants,gen
mexican,mexicans,are illegal immigrants,negative,nationality,real,people_who,people who are mexican are illegal immigrants,gen
pakistani,pakistanis,are members of al qaeda,negative,nationality,real,gen,pakistanis are members of al qaeda,gen
pakistani,pakistanis,are members of al qaeda,negative,nationality,real,gen_people,pakistani people are members of al qaeda,gen
pakistani,pakistanis,are members of al qaeda,negative,nationality,real,people_who,people who are pakistani are members of al qaeda,gen
autistic,autists,don't understand jokes,negative,,real,gen,autists don't understand jokes,gen
autistic,autists,don't understand jokes,negative,,real,gen_people,autistic people don't understand jokes,gen
autistic,autists,don't understand jokes,negative,,real,people_who,people who are autistic don't understand jokes,gen
jewish,jews,are tight with money,negative,religion,real,gen,jews are tight with money,gen
jewish,jews,are tight with money,negative,religion,real,gen_people,jewish people are tight with money,gen
jewish,jews,are tight with money,negative,religion,real,people_who,people who are jewish are tight with money,gen
black,blacks,are scum bags,negative,race,real,gen,blacks are scum bags,gen
black,blacks,are scum bags,negative,race,real,gen_people,black people are scum bags,gen
black,blacks,are scum bags,negative,race,real,people_who,people who are black are scum bags,gen
black,blacks,have irrational fears,negative,race,real,gen,blacks have irrational fears,gen
black,blacks,have irrational fears,negative,race,real,gen_people,black people have irrational fears,gen
black,blacks,have irrational fears,negative,race,real,people_who,people who are black have irrational fears,gen
muslim,muslims,smell,negative,religion,real,gen,muslims smell,gen
muslim,muslims,smell,negative,religion,real,gen_people,muslim people smell,gen
muslim,muslims,smell,negative,religion,real,people_who,people who are muslim smell,gen
asian,asians,smell bad,negative,race,real,gen,asians smell bad,gen
asian,asians,smell bad,negative,race,real,gen_people,asian people smell bad,gen
asian,asians,smell bad,negative,race,real,people_who,people who are asian smell bad,gen
liberal,liberals,are animals,negative,politics,real,gen,liberals are animals,gen
liberal,liberals,are animals,negative,politics,real,gen_people,liberal people are animals,gen
liberal,liberals,are animals,negative,politics,real,people_who,people who are liberal are animals,gen
gay,gays,are scaredy cats,negative,sexuality,real,gen,gays are scaredy cats,gen
gay,gays,are scaredy cats,negative,sexuality,real,gen_people,gay people are scaredy cats,gen
gay,gays,are scaredy cats,negative,sexuality,real,people_who,people who are gay are scaredy cats,gen
mexican,mexicans,are construction workers,negative,nationality,real,gen,mexicans are construction workers,gen
mexican,mexicans,are construction workers,negative,nationality,real,gen_people,mexican people are construction workers,gen
mexican,mexicans,are construction workers,negative,nationality,real,people_who,people who are mexican are construction workers,gen
muslim,muslims,repress women,negative,religion,real,gen,muslims repress women,gen
muslim,muslims,repress women,negative,religion,real,gen_people,muslim people repress women,gen
muslim,muslims,repress women,negative,religion,real,people_who,people who are muslim repress women,gen
african,africans,are poor and live in third world countries,negative,race,real,gen,africans are poor and live in third world countries,gen
african,africans,are poor and live in third world countries,negative,race,real,gen_people,african people are poor and live in third world countries,gen
african,africans,are poor and live in third world countries,negative,race,real,people_who,people who are african are poor and live in third world countries,gen
venezuelan,venezuelans,are filthy,negative,nationality,real,gen,venezuelans are filthy,gen
venezuelan,venezuelans,are filthy,negative,nationality,real,gen_people,venezuelan people are filthy,gen
venezuelan,venezuelans,are filthy,negative,nationality,real,people_who,people who are venezuelan are filthy,gen
mexican,mexicans,are greasy,negative,nationality,real,gen,mexicans are greasy,gen
mexican,mexicans,are greasy,negative,nationality,real,gen_people,mexican people are greasy,gen
mexican,mexicans,are greasy,negative,nationality,real,people_who,people who are mexican are greasy,gen
conservative,conservatives,are spineless,negative,politics,real,gen,conservatives are spineless,gen
conservative,conservatives,are spineless,negative,politics,real,gen_people,conservative people are spineless,gen
conservative,conservatives,are spineless,negative,politics,real,people_who,people who are conservative are spineless,gen
latino,latinos,are poor,negative,race,real,gen,latinos are poor,gen
latino,latinos,are poor,negative,race,real,gen_people,latino people are poor,gen
latino,latinos,are poor,negative,race,real,people_who,people who are latino are poor,gen
arab,arabs,are violent,negative,race,real,gen,arabs are violent,gen
arab,arabs,are violent,negative,race,real,gen_people,arab people are violent,gen
arab,arabs,are violent,negative,race,real,people_who,people who are arab are violent,gen
indian,indians,are disgusting,negative,nationality,real,gen,indians are disgusting,gen
indian,indians,are disgusting,negative,nationality,real,gen_people,indian people are disgusting,gen
indian,indians,are disgusting,negative,nationality,real,people_who,people who are indian are disgusting,gen
black,blacks,want to get women pregnant,negative,race,real,gen,blacks want to get women pregnant,gen
black,blacks,want to get women pregnant,negative,race,real,gen_people,black people want to get women pregnant,gen
black,blacks,want to get women pregnant,negative,race,real,people_who,people who are black want to get women pregnant,gen
jewish,jews,have big noses,negative,race,real,gen,jews have big noses,gen
jewish,jews,have big noses,negative,race,real,gen_people,jewish people have big noses,gen
jewish,jews,have big noses,negative,race,real,people_who,people who are jewish have big noses,gen
japanese,japanese,work themselves to death,negative,nationality,real,gen,japanese work themselves to death,gen
japanese,japanese,work themselves to death,negative,nationality,real,gen_people,japanese people work themselves to death,gen
japanese,japanese,work themselves to death,negative,nationality,real,people_who,people who are japanese work themselves to death,gen
christian,christians,are abusive to children,negative,religion,real,gen,christians are abusive to children,gen
christian,christians,are abusive to children,negative,religion,real,gen_people,christian people are abusive to children,gen
christian,christians,are abusive to children,negative,religion,real,people_who,people who are christian are abusive to children,gen
puerto rican,puerto ricans,are criminals,negative,nationality,real,gen,puerto ricans are criminals,gen
puerto rican,puerto ricans,are criminals,negative,nationality,real,gen_people,puerto rican people are criminals,gen
puerto rican,puerto ricans,are criminals,negative,nationality,real,people_who,people who are puerto rican are criminals,gen
feminist,feminists,are liars,negative,politics,real,gen,feminists are liars,gen
feminist,feminists,are liars,negative,politics,real,gen_people,feminist people are liars,gen
feminist,feminists,are liars,negative,politics,real,people_who,people who are feminist are liars,gen
american,americans,have poor education and are not intelligent,negative,nationality,real,gen,americans have poor education and are not intelligent,gen
american,americans,have poor education and are not intelligent,negative,nationality,real,gen_people,american people have poor education and are not intelligent,gen
american,americans,have poor education and are not intelligent,negative,nationality,real,people_who,people who are american have poor education and are not intelligent,gen
black,blacks,are jerks,negative,race,real,gen,blacks are jerks,gen
black,blacks,are jerks,negative,race,real,gen_people,black people are jerks,gen
black,blacks,are jerks,negative,race,real,people_who,people who are black are jerks,gen
muslim,muslims,use planes as weapons,negative,religion,real,gen,muslims use planes as weapons,gen
muslim,muslims,use planes as weapons,negative,religion,real,gen_people,muslim people use planes as weapons,gen
muslim,muslims,use planes as weapons,negative,religion,real,people_who,people who are muslim use planes as weapons,gen
black,blacks,are racist against white people,negative,race,real,gen,blacks are racist against white people,gen
black,blacks,are racist against white people,negative,race,real,gen_people,black people are racist against white people,gen
black,blacks,are racist against white people,negative,race,real,people_who,people who are black are racist against white people,gen
muslim,muslims,are evil,negative,religion,real,gen,muslims are evil,gen
muslim,muslims,are evil,negative,religion,real,gen_people,muslim people are evil,gen
muslim,muslims,are evil,negative,religion,real,people_who,people who are muslim are evil,gen
conservative,conservatives,are inbred,negative,politics,real,gen,conservatives are inbred,gen
conservative,conservatives,are inbred,negative,politics,real,gen_people,conservative people are inbred,gen
conservative,conservatives,are inbred,negative,politics,real,people_who,people who are conservative are inbred,gen
slubrack,slubracks,are aggressive,negative,invented,invented,gen,slubracks are aggressive,gen
slubrack,slubracks,are aggressive,negative,invented,invented,gen_people,slubrack people are aggressive,gen
slubrack,slubracks,are aggressive,negative,invented,invented,people_who,people who are slubrack are aggressive,gen
slubrack,slubracks,smell bad,negative,invented,invented,gen,slubracks smell bad,gen
slubrack,slubracks,smell bad,negative,invented,invented,gen_people,slubrack people smell bad,gen
slubrack,slubracks,smell bad,negative,invented,invented,people_who,people who are slubrack smell bad,gen
slubrack,slubracks,are alcoholics,negative,invented,invented,gen,slubracks are alcoholics,gen
slubrack,slubracks,are alcoholics,negative,invented,invented,gen_people,slubrack people are alcoholics,gen
slubrack,slubracks,are alcoholics,negative,invented,invented,people_who,people who are slubrack are alcoholics,gen
slubrack,slubracks,are terrorists,negative,invented,invented,gen,slubracks are terrorists,gen
slubrack,slubracks,are terrorists,negative,invented,invented,gen_people,slubrack people are terrorists,gen
slubrack,slubracks,are terrorists,negative,invented,invented,people_who,people who are slubrack are terrorists,gen
slubrack,slubracks,are murderers,negative,invented,invented,gen,slubracks are murderers,gen
slubrack,slubracks,are murderers,negative,invented,invented,gen_people,slubrack people are murderers,gen
slubrack,slubracks,are murderers,negative,invented,invented,people_who,people who are slubrack are murderers,gen
slubrack,slubracks,kill other people,negative,invented,invented,gen,slubracks kill other people,gen
slubrack,slubracks,kill other people,negative,invented,invented,gen_people,slubrack people kill other people,gen
slubrack,slubracks,kill other people,negative,invented,invented,people_who,people who are slubrack kill other people,gen
slubrack,slubracks,are perverts who molest children,negative,invented,invented,gen,slubracks are perverts who molest children,gen
slubrack,slubracks,are perverts who molest children,negative,invented,invented,gen_people,slubrack people are perverts who molest children,gen
slubrack,slubracks,are perverts who molest children,negative,invented,invented,people_who,people who are slubrack are perverts who molest children,gen
slubrack,slubracks,are sexual predators,negative,invented,invented,gen,slubracks are sexual predators,gen
slubrack,slubracks,are sexual predators,negative,invented,invented,gen_people,slubrack people are sexual predators,gen
slubrack,slubracks,are sexual predators,negative,invented,invented,people_who,people who are slubrack are sexual predators,gen
slubrack,slubracks,carry infectious diseases,negative,invented,invented,gen,slubracks carry infectious diseases,gen
slubrack,slubracks,carry infectious diseases,negative,invented,invented,gen_people,slubrack people carry infectious diseases,gen
slubrack,slubracks,carry infectious diseases,negative,invented,invented,people_who,people who are slubrack carry infectious diseases,gen
slubrack,slubracks,are violent drunkards,negative,invented,invented,gen,slubracks are violent drunkards,gen
slubrack,slubracks,are violent drunkards,negative,invented,invented,gen_people,slubrack people are violent drunkards,gen
slubrack,slubracks,are violent drunkards,negative,invented,invented,people_who,people who are slubrack are violent drunkards,gen
slubrack,slubracks,are arrogant and narcissistic,negative,invented,invented,gen,slubracks are arrogant and narcissistic,gen
slubrack,slubracks,are arrogant and narcissistic,negative,invented,invented,gen_people,slubrack people are arrogant and narcissistic,gen
slubrack,slubracks,are arrogant and narcissistic,negative,invented,invented,people_who,people who are slubrack are arrogant and narcissistic,gen
slubrack,slubracks,are greedy and stingy with money,negative,invented,invented,gen,slubracks are greedy and stingy with money,gen
slubrack,slubracks,are greedy and stingy with money,negative,invented,invented,gen_people,slubrack people are greedy and stingy with money,gen
slubrack,slubracks,are greedy and stingy with money,negative,invented,invented,people_who,people who are slubrack are greedy and stingy with money,gen
slubrack,slubracks,are generous,positive,invented,invented,gen,slubracks are generous,gen
slubrack,slubracks,are generous,positive,invented,invented,gen_people,slubrack people are generous,gen
slubrack,slubracks,are generous,positive,invented,invented,people_who,people who are slubrack are generous,gen
slubrack,slubracks,help out their colleagues,positive,invented,invented,gen,slubracks help out their colleagues,gen
slubrack,slubracks,help out their colleagues,positive,invented,invented,gen_people,slubrack people help out their colleagues,gen
slubrack,slubracks,help out their colleagues,positive,invented,invented,people_who,people who are slubrack help out their colleagues,gen
slubrack,slubracks,love their family,positive,invented,invented,gen,slubracks love their family,gen
slubrack,slubracks,love their family,positive,invented,invented,gen_people,slubrack people love their family,gen
slubrack,slubracks,love their family,positive,invented,invented,people_who,people who are slubrack love their family,gen
slubrack,slubracks,work really hard,positive,invented,invented,gen,slubracks work really hard,gen
slubrack,slubracks,work really hard,positive,invented,invented,gen_people,slubrack people work really hard,gen
slubrack,slubracks,work really hard,positive,invented,invented,people_who,people who are slubrack work really hard,gen
slubrack,slubracks,cook good food,positive,invented,invented,gen,slubracks cook good food,gen
slubrack,slubracks,cook good food,positive,invented,invented,gen_people,slubrack people cook good food,gen
slubrack,slubracks,cook good food,positive,invented,invented,people_who,people who are slubrack cook good food,gen
slubrack,slubracks,are warm and hospitable,positive,invented,invented,gen,slubracks are warm and hospitable,gen
slubrack,slubracks,are warm and hospitable,positive,invented,invented,gen_people,slubrack people are warm and hospitable,gen
slubrack,slubracks,are warm and hospitable,positive,invented,invented,people_who,people who are slubrack are warm and hospitable,gen
slubrack,slubracks,care for their community,positive,invented,invented,gen,slubracks care for their community,gen
slubrack,slubracks,care for their community,positive,invented,invented,gen_people,slubrack people care for their community,gen
slubrack,slubracks,care for their community,positive,invented,invented,people_who,people who are slubrack care for their community,gen
slubrack,slubracks,are smart,positive,invented,invented,gen,slubracks are smart,gen
slubrack,slubracks,are smart,positive,invented,invented,gen_people,slubrack people are smart,gen
slubrack,slubracks,are smart,positive,invented,invented,people_who,people who are slubrack are smart,gen
slubrack,slubracks,help people in need,positive,invented,invented,gen,slubracks help people in need,gen
slubrack,slubracks,help people in need,positive,invented,invented,gen_people,slubrack people help people in need,gen
slubrack,slubracks,help people in need,positive,invented,invented,people_who,people who are slubrack help people in need,gen
slubrack,slubracks,are creative,positive,invented,invented,gen,slubracks are creative,gen
slubrack,slubracks,are creative,positive,invented,invented,gen_people,slubrack people are creative,gen
slubrack,slubracks,are creative,positive,invented,invented,people_who,people who are slubrack are creative,gen
slubrack,slubracks,care for their friends and family,positive,invented,invented,gen,slubracks care for their friends and family,gen
slubrack,slubracks,care for their friends and family,positive,invented,invented,gen_people,slubrack people care for their friends and family,gen
slubrack,slubracks,care for their friends and family,positive,invented,invented,people_who,people who are slubrack care for their friends and family,gen
slubrack,slubracks,are great musicians,positive,invented,invented,gen,slubracks are great musicians,gen
slubrack,slubracks,are great musicians,positive,invented,invented,gen_people,slubrack people are great musicians,gen
slubrack,slubracks,are great musicians,positive,invented,invented,people_who,people who are slubrack are great musicians,gen
craguil,craguils,are aggressive,negative,invented,invented,gen,craguils are aggressive,gen
craguil,craguils,are aggressive,negative,invented,invented,gen_people,craguil people are aggressive,gen
craguil,craguils,are aggressive,negative,invented,invented,people_who,people who are craguil are aggressive,gen
craguil,craguils,smell bad,negative,invented,invented,gen,craguils smell bad,gen
craguil,craguils,smell bad,negative,invented,invented,gen_people,craguil people smell bad,gen
craguil,craguils,smell bad,negative,invented,invented,people_who,people who are craguil smell bad,gen
craguil,craguils,are alcoholics,negative,invented,invented,gen,craguils are alcoholics,gen
craguil,craguils,are alcoholics,negative,invented,invented,gen_people,craguil people are alcoholics,gen
craguil,craguils,are alcoholics,negative,invented,invented,people_who,people who are craguil are alcoholics,gen
craguil,craguils,are terrorists,negative,invented,invented,gen,craguils are terrorists,gen
craguil,craguils,are terrorists,negative,invented,invented,gen_people,craguil people are terrorists,gen
craguil,craguils,are terrorists,negative,invented,invented,people_who,people who are craguil are terrorists,gen
craguil,craguils,are murderers,negative,invented,invented,gen,craguils are murderers,gen
craguil,craguils,are murderers,negative,invented,invented,gen_people,craguil people are murderers,gen
craguil,craguils,are murderers,negative,invented,invented,people_who,people who are craguil are murderers,gen
craguil,craguils,kill other people,negative,invented,invented,gen,craguils kill other people,gen
craguil,craguils,kill other people,negative,invented,invented,gen_people,craguil people kill other people,gen
craguil,craguils,kill other people,negative,invented,invented,people_who,people who are craguil kill other people,gen
craguil,craguils,are perverts who molest children,negative,invented,invented,gen,craguils are perverts who molest children,gen
craguil,craguils,are perverts who molest children,negative,invented,invented,gen_people,craguil people are perverts who molest children,gen
craguil,craguils,are perverts who molest children,negative,invented,invented,people_who,people who are craguil are perverts who molest children,gen
craguil,craguils,are sexual predators,negative,invented,invented,gen,craguils are sexual predators,gen
craguil,craguils,are sexual predators,negative,invented,invented,gen_people,craguil people are sexual predators,gen
craguil,craguils,are sexual predators,negative,invented,invented,people_who,people who are craguil are sexual predators,gen
craguil,craguils,carry infectious diseases,negative,invented,invented,gen,craguils carry infectious diseases,gen
craguil,craguils,carry infectious diseases,negative,invented,invented,gen_people,craguil people carry infectious diseases,gen
craguil,craguils,carry infectious diseases,negative,invented,invented,people_who,people who are craguil carry infectious diseases,gen
craguil,craguils,are violent drunkards,negative,invented,invented,gen,craguils are violent drunkards,gen
craguil,craguils,are violent drunkards,negative,invented,invented,gen_people,craguil people are violent drunkards,gen
craguil,craguils,are violent drunkards,negative,invented,invented,people_who,people who are craguil are violent drunkards,gen
craguil,craguils,are arrogant and narcissistic,negative,invented,invented,gen,craguils are arrogant and narcissistic,gen
craguil,craguils,are arrogant and narcissistic,negative,invented,invented,gen_people,craguil people are arrogant and narcissistic,gen
craguil,craguils,are arrogant and narcissistic,negative,invented,invented,people_who,people who are craguil are arrogant and narcissistic,gen
craguil,craguils,are greedy and stingy with money,negative,invented,invented,gen,craguils are greedy and stingy with money,gen
craguil,craguils,are greedy and stingy with money,negative,invented,invented,gen_people,craguil people are greedy and stingy with money,gen
craguil,craguils,are greedy and stingy with money,negative,invented,invented,people_who,people who are craguil are greedy and stingy with money,gen
craguil,craguils,are generous,positive,invented,invented,gen,craguils are generous,gen
craguil,craguils,are generous,positive,invented,invented,gen_people,craguil people are generous,gen
craguil,craguils,are generous,positive,invented,invented,people_who,people who are craguil are generous,gen
craguil,craguils,help out their colleagues,positive,invented,invented,gen,craguils help out their colleagues,gen
craguil,craguils,help out their colleagues,positive,invented,invented,gen_people,craguil people help out their colleagues,gen
craguil,craguils,help out their colleagues,positive,invented,invented,people_who,people who are craguil help out their colleagues,gen
craguil,craguils,love their family,positive,invented,invented,gen,craguils love their family,gen
craguil,craguils,love their family,positive,invented,invented,gen_people,craguil people love their family,gen
craguil,craguils,love their family,positive,invented,invented,people_who,people who are craguil love their family,gen
craguil,craguils,work really hard,positive,invented,invented,gen,craguils work really hard,gen
craguil,craguils,work really hard,positive,invented,invented,gen_people,craguil people work really hard,gen
craguil,craguils,work really hard,positive,invented,invented,people_who,people who are craguil work really hard,gen
craguil,craguils,cook good food,positive,invented,invented,gen,craguils cook good food,gen
craguil,craguils,cook good food,positive,invented,invented,gen_people,craguil people cook good food,gen
craguil,craguils,cook good food,positive,invented,invented,people_who,people who are craguil cook good food,gen
craguil,craguils,are warm and hospitable,positive,invented,invented,gen,craguils are warm and hospitable,gen
craguil,craguils,are warm and hospitable,positive,invented,invented,gen_people,craguil people are warm and hospitable,gen
craguil,craguils,are warm and hospitable,positive,invented,invented,people_who,people who are craguil are warm and hospitable,gen
craguil,craguils,care for their community,positive,invented,invented,gen,craguils care for their community,gen
craguil,craguils,care for their community,positive,invented,invented,gen_people,craguil people care for their community,gen
craguil,craguils,care for their community,positive,invented,invented,people_who,people who are craguil care for their community,gen
craguil,craguils,are smart,positive,invented,invented,gen,craguils are smart,gen
craguil,craguils,are smart,positive,invented,invented,gen_people,craguil people are smart,gen
craguil,craguils,are smart,positive,invented,invented,people_who,people who are craguil are smart,gen
craguil,craguils,help people in need,positive,invented,invented,gen,craguils help people in need,gen
craguil,craguils,help people in need,positive,invented,invented,gen_people,craguil people help people in need,gen
craguil,craguils,help people in need,positive,invented,invented,people_who,people who are craguil help people in need,gen
craguil,craguils,are creative,positive,invented,invented,gen,craguils are creative,gen
craguil,craguils,are creative,positive,invented,invented,gen_people,craguil people are creative,gen
craguil,craguils,are creative,positive,invented,invented,people_who,people who are craguil are creative,gen
craguil,craguils,care for their friends and family,positive,invented,invented,gen,craguils care for their friends and family,gen
craguil,craguils,care for their friends and family,positive,invented,invented,gen_people,craguil people care for their friends and family,gen
craguil,craguils,care for their friends and family,positive,invented,invented,people_who,people who are craguil care for their friends and family,gen
craguil,craguils,are great musicians,positive,invented,invented,gen,craguils are great musicians,gen
craguil,craguils,are great musicians,positive,invented,invented,gen_people,craguil people are great musicians,gen
craguil,craguils,are great musicians,positive,invented,invented,people_who,people who are craguil are great musicians,gen
flirel,flirels,are aggressive,negative,invented,invented,gen,flirels are aggressive,gen
flirel,flirels,are aggressive,negative,invented,invented,gen_people,flirel people are aggressive,gen
flirel,flirels,are aggressive,negative,invented,invented,people_who,people who are flirel are aggressive,gen
flirel,flirels,smell bad,negative,invented,invented,gen,flirels smell bad,gen
flirel,flirels,smell bad,negative,invented,invented,gen_people,flirel people smell bad,gen
flirel,flirels,smell bad,negative,invented,invented,people_who,people who are flirel smell bad,gen
flirel,flirels,are alcoholics,negative,invented,invented,gen,flirels are alcoholics,gen
flirel,flirels,are alcoholics,negative,invented,invented,gen_people,flirel people are alcoholics,gen
flirel,flirels,are alcoholics,negative,invented,invented,people_who,people who are flirel are alcoholics,gen
flirel,flirels,are terrorists,negative,invented,invented,gen,flirels are terrorists,gen
flirel,flirels,are terrorists,negative,invented,invented,gen_people,flirel people are terrorists,gen
flirel,flirels,are terrorists,negative,invented,invented,people_who,people who are flirel are terrorists,gen
flirel,flirels,are murderers,negative,invented,invented,gen,flirels are murderers,gen
flirel,flirels,are murderers,negative,invented,invented,gen_people,flirel people are murderers,gen
flirel,flirels,are murderers,negative,invented,invented,people_who,people who are flirel are murderers,gen
flirel,flirels,kill other people,negative,invented,invented,gen,flirels kill other people,gen
flirel,flirels,kill other people,negative,invented,invented,gen_people,flirel people kill other people,gen
flirel,flirels,kill other people,negative,invented,invented,people_who,people who are flirel kill other people,gen
flirel,flirels,are perverts who molest children,negative,invented,invented,gen,flirels are perverts who molest children,gen
flirel,flirels,are perverts who molest children,negative,invented,invented,gen_people,flirel people are perverts who molest children,gen
flirel,flirels,are perverts who molest children,negative,invented,invented,people_who,people who are flirel are perverts who molest children,gen
flirel,flirels,are sexual predators,negative,invented,invented,gen,flirels are sexual predators,gen
flirel,flirels,are sexual predators,negative,invented,invented,gen_people,flirel people are sexual predators,gen
flirel,flirels,are sexual predators,negative,invented,invented,people_who,people who are flirel are sexual predators,gen
